"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Kuwait","KWT","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","3289288446.99829","4398274108.57549","6340598697.47492","6475121613.85452","7551577901.23757","10462549162.8359","10380746991.8817","12055808955.0445","11191290364.6648","11092274354.3661","10470377297.2446","9738650861.26228","9559925824.4494","10808902650.8869","11321419443.6699","8015115009.27354","10845377400","12488802593.7058","12141588252.7947","12103659808.4925","13859043682.5947","14250427417.6348","14343223042.2115","14556580478.7074","12865017454.262","11988528176.5728","12925780804.1998","14324435185.6681","16867468686.2002","20597896165.5921","24608904109.589","28411011274.2696","37238142919.0304","41935678662.8792","33449568372.9949","36619973402.8244","43032909036.4835","46642212366.9659","47974435916.4999","52565461248.9125","53278648797.5498","53966954163.4576","60383791951.7666","71090388421.2889","63948913313","47270631671.8725","51296435304.1067","61025105304.4102",
"Latin America & Caribbean (excluding high income)","LAC","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","85846572330.2773","117226764568.681","135302390981.516","120207465033.817","97316334225.7113","102693847186.786","101696950987.73","99680241244.2758","105067256795.111","118031322033.207","134358226247.638","148433246378.313","159292802867.624","180416738216.987","204294831199.144","240374029897.218","261323037567.539","287627412634.163","335803781224.267","397193323386.443","388130762638.715","446759134781.419","435038036376.836","407190632282.203","424174299451.538","501044116387.088","588768937902.642","692361146315.328","817525847130.199","980191894161.084","773072327611.312","1036661893005.36","1241085211821.44","1265385780842.78","1305580451773.61","1318159847087.4","1173507022600.38","1118680576996.88","1246864759971.71","1374387836178.51","1358550850446.5","1110422963770.42","1477955275253.72","1792566422023.51",
"Lao PDR","LAO","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","222500000","238500000","221000000","255700000","178600000","222700000","215100000","249900000","266300000","420800000","601500000","681700000","701200000","737500000","638300000","545900000","638000000","592471327.781399","521301818.312171","535947518.106521","802940677.796672","1003290075.6551","1173020811.72915","1202436443.14357","1588788624.29572","1685466699.2803","2457008933.63794","2881054641.98092","3998565403.31309","4370420784.44006","6397512879.8046","7113067130.08055","6848883857.09569","7354687741.71989","8421091987.68069","8696904760.28044","7026933883.35423","7695797532.7282","",
"Lebanon","LBN","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10744319190.2689","18129461310.279","19014601166.7239","18768315456.2863","20011591634.5825","23818924004.78","31275511688.67","31705346884.796","32178695877.5283","32895857628.1031","33925307254.05","35536667883.74","36280253866.88","33770856161.22","34273982239.03","35407018962.4592","36710643251.2854","35491423036.5936","17839044780.0119","18984380739.8621","",
"Liberia","LBR","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","11630378.8396113","12375203.4645659","10846823.6422295","11979225.6035471","13756970.3910214","11786064.6620589","10245355.2632408","11253538.1883037","12364679.7315805","","","","","","","","","","","","","","","","","1226277211.34032","1317691629.28362","1882389949.187","1924177255.56883","2310662449.41226","1850046407.65772","2008338942.40514","2636213102.08921","2781007939.91724","2423900079.66771","2411310151.16617","1772744612.81251","1623466669.17868","1487530206.29801","1386187326.28834","1372197048.13452","","","",
"Libya","LBY","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","7689553515.06853","8582305104.80392","11873629921.4447","14017529136.5333","18837922825.445","14617315192.2707","12726437534.6772","11883683005.2506","8068487736.99304","6064760484.56605","7131972083.96916","7836126208.77959","8377123253.15815","9452738770.50558","11236130470.6983","9202163505.6771","10206320487.752","7881316148.82962","6057229903.40672","6911862626.50616","6968618202.51075","5883127432.51709","5525744923.37908","6176000000","7442000000","10460000000","9946000000","12076000000","15641000000","18558000000","22825500000","29887200000","28948300000","33034400000","16740400000","36909700000","45329000000","39150700000","21545500000","12035700000","16268900000","20228300000","26696100000","14671300000","","",
"St. Lucia","LCA","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","50396401.0862546","","88600000","106000000","135400000","141700000","136300000","128600000","149200000","154900000","187670370.37037","212374074.074074","271348148.148148","328651851.851851","352122222.222223","376225925.925925","394366666.666667","392029629.62963","408111111.111111","440577777.777777","427500000","453637037.037037","472918518.518519","501529629.62963","494229629.629629","452311111.111111","440877939.629629","555391358.888889","575484670","675464707.777777","772807642.962963","827774724.814815","900384247.407407","709622694.074074","844695451.481481","852315752.962963","811724444.814814","739262115.925926","987768207.183833","1016652199.25702","1062677062.92163","1111326926.36943","1143219787.88085","1147763235.19281","755997226.649576","927620005.020275","",
"Latin America & Caribbean","LCN","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","122005357274.021","166736879688.564","192928245796.111","178033829539.522","137670390527.826","144817354633.245","141872761369.013","139731158815.568","146174806300.94","164046065912.108","179600228797.007","196010485107.176","214736243634.424","244394106479.793","269644305776.5","308463609139.96","342597583072.584","371000719689.833","433532562949.197","499169596812.082","480420273780.437","551207834706.596","539826086498.27","499890581314.202","520359061390.351","628257907234.023","748796551348.417","892958107913.217","1065544393972.88","1266602325761.97","998825297514.498","1306417691071.44","1583986960583.85","1637572551984.05","1665015071053.77","1653950151104.19","1453296547153.22","1373941124015.6","1527160381276.57","1687620554998.97","1662079337250.89","1353771432781.67","1820852665871.3","2196782723444.02",
"Least developed countries: UN classification","LDC","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","26211309454.5559","27161190750.6365","28955433225.7413","32406054827.2725","33424603645.3441","37688886122.2331","37332297847.6648","39482164416.7239","38266602235.0842","41409690024.7973","50410872077.5416","52842931053.224","53692435570.0582","54708513650.5167","57301348902.3899","60433201999.0581","64211466795.003","66514649797.4209","77956956567.6413","94899891040.006","119274016059.453","141413006353.842","177700464401.043","237923386580.517","213460688137.538","240577941945.474","292649769949.895","311550432980.315","342482179517.948","360410258644.163","320457570232.157","305291912933.542","336903531587.885","371933597054.883","368854197429.732","328239910695.449","423353576247.923","",
"Low income","LIC","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59532811858.7705","70756021206.6048","85581975298.6596","109022134922.087","97949065012.1377","114323538048.495","132120114865.413","142973725336.545","154318671340.194","157597218391.996","138148702132.429","130310650104.183","137070602161.159","154640067351.944","155052219594.706","146716426819.546","174761902444.412","",
"Liechtenstein","LIE","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","829151107.3182","707085116.5774","796348789.3776","1115375328.1133","1591974713.0682","2269386558.2484","2182527594.319","2322691899.6964","2314614678.4857","2274174810.0446","2505714665.1349","2469925016.7889","2610062341.0347","2805438685.291","2842221240.0306","3224493797.6468","3802983305.794","4085778186.0022","4636439203.231","5657652385.3714","6342323614.6464","6477489420.1993","6973746645.0078","7069557957.0178","7198491436.2856","8553893340.1707","7500950000","7407150000","8025320000","9467940000","10440959690","12321220000","13575480000","16889300000","12317800000","16158620000","23367560000","23116841752.8012","23391183951.525","25104952770.5926","25146568842.0975","25770303382.7371","27892795103.2123","29474021186.34","27275430961.5346","20570869583.7692","","",
"Lower middle income","LMC","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","113113113814.688","122430616133.213","133019297968.914","167938850342.21","180352083522.545","170497967210.303","167706463729.07","161093232589.868","155012702581.511","143945822940.614","157260114988.268","170909129527.049","186601634871.061","214031085583.366","223947254942.511","237381923365.845","243022744543.878","253865090971.858","284790240743.679","314718068930.405","336296161992.29","321904270421.423","327290866683.586","357482269797.358","360458360711.434","373291297715.47","445847328431.7","553444122691.974","696545915035.183","826333490721.27","1041657148494.16","1367962100805.05","1150657341276.2","1402944450569.96","1714814071422.78","1806219971993.09","1834999292517.05","1868141091400.16","1703858442238.9","1672183092874.7","1919613895311.06","2153382032154.16","2169427729649.59","1827752995174.55","2399151394415.04","2832354077056.46",
"Low & middle income","LMY","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","482517779581.754","455395053788.585","462065860761.521","458062768041.435","434160924155.255","477187244934.308","540603451060.224","600969324456.177","676639393183.515","726370094773.308","811294314995.298","906300622635.948","1009585218476.57","1203097120777.52","1318804064298.85","1340200926146.34","1304415684104.87","1299643850271.08","1522475429281.5","1517576364274.99","1570536342796.89","1979549531929.34","2491070996815.09","3033789907923.59","3596337677816.78","4393147395694.79","5431600174383.03","4491155526068.58","5805586735434.79","7134943231395.78","7497095061556.34","7926303129694.11","7949945643356.7","7001149373617.24","6766942571254.24","7694873014318.04","8628276486653.26","8538296705110.25","7563368317134.41","9806001246165.56","10724096090268.6",
"Lesotho","LSO","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","174981261.620639","214474999.8135","240694999.7907","278759999.7576","358066397.870036","482387937.268877","512888331.829584","883972127.216317","956117969.544727","856264155.817733","636667436.400005","674537406.678804","940516345.110258","1040044002.07872","1090072558.50754","1233659325.88453","1401273159.45689","1570863335.08584","1505184575.83904","1507648500.28999","1672069816.07488","1602298767.57709","1616894635.00926","1348636840.27224","1151326231.78203","1136457634.89563","1085651215.70321","1058988558.47047","1504462023.45538","1797678422.82618","1702180931.19259","1796165058.56905","1988742474.06577","2034790015.36038","2138485924.27589","2499496519.1191","2839388133.93455","2888232483.72806","2423923948.24418","2306807845.07086","2187850108.73799","2123764311.87308","2416941571.90521","2563423139.81577","2357190120.59063","2088207407.81086","2343068906.28192","2357230847.42557",
"Late-demographic dividend","LTE","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","272349648387.354","257732080176.548","269252769794.289","279811804818.153","274293260481.177","292225644828.608","344299493235.785","388804074070.998","414434608166.952","452559800453.631","517270431224.351","605832636932.113","695645958992.793","898437865807.608","980772224627.329","945767954546.874","883046397916.53","862851360030.273","1022742653768.13","1068004840608.08","1128988091878.46","1530745383414.43","1980049817306.14","2382591865044.85","2885882915899.14","3611070047972.83","4379054396623.15","3572136148101.99","4564596710294.97","5614439990733.77","5825169898360.02","6217899480589.26","6333113946170.49","5636792400195.85","5562688350460.56","6315794312771.73","7132783243274.04","7189549038193.62","6723551152049.28","8476753698733.62","8924281334687.89",
"Lithuania","LTU","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2437626938.94234","2623321272.69241","3965875000","5129012500","5921932500","6121987500","5124515000","5543532500","6315425000","7444096251.16868","9903484945.11458","13646109376.5032","17320304155.4873","21892862962.0123","28415675210.3969","36383824826.6268","20283836533.9776","26105017245.0865","35825378640.3904","35841315578.3339","38241602554.0028","36024672949.6051","31423871997.0464","31282410156.8884","36866410430.8188","42411489703.6423","42581224327.6805","39376014956.5572","54455840867.2562","66660983322.9529",
"Luxembourg","LUX","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71396933850.2061","76312420355.6112","79066971537.6351","98161214935.8948","107993389160.359","129684836469.935","153549684366.111","197615107256.559","246635469360.749","288017084088.448","213583200079.99","236451061197.953","317620038233.653","344830476834.727","401306477055.751","417971776657.432","401662038798.729","420912975448.832","435971525797.427","510048267158.534","483315251918.309","458669720928.661","488163823927.587","467168216022.89",
"Latvia","LVA","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","997625070","1266105000","1661196000","2245688000","2919699000","3188653000","3784603000","3552900000","2934176066.41347","3361867511.39656","3864301466.15404","5554044360.1875","8256240662.77056","10716218206.2981","14840990438.5348","20510000703.7885","21459555016.2895","11544378814.6546","14392809308.6579","19743026650.6762","20633819396.2933","21326757397.5275","21762196194.4648","18517154803.4953","18263654507.8418","20832408827.8163","23671024204.4139","22904710935.254","21963690508.0333","29113106449.8558","33990370390.8145",
"Macao SAR, China","MAC","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4930599705.80276","5426515902.37117","6828809633.39519","8075707841.77367","10652554264.3995","12072883618.124","14200456860.2584","11052008290.4252","13595572899.8586","18937101892.6427","23386685875.7263","27468775545.1467","31255718752.7946","27426717666.036","25048055154.8988","28125061847.2774","31657391585.1693","32583680007.1326","17319897970.0965","28947925797.0216","",
"St. Martin (French part)","MAF","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","3055818597.76804","3601691440.37714","4264680983.51274","4246635754.38343","5164137937.07555","5807058675.57903","6013963819.61537","5824318273.06378","4808668991.96099","4942983509.74871","5125137546.7909","5340616713.78367","5787617871.27395","6545013795.58176","7422997732.92319","8853107076.16464","9004829697.18201","9635067273.76543","9106855422.85394","9674753591.73896","11333527772.4083","10908255443.0608","10327689553.8764","10962145103.5674","11324995199.8686","12084556443.1067","11817738250.3279","12752628036.931","15224550035.5528","18901606281.7972","21615514675.5552","25082714599.7405","32735532657.5399","44909700080.0981","37346258443.2657","39108944424.2265","48763626006.4242","49912582618.4159","49667376897.6727","53142926849.3451","43623670536.9472","47516912886.8718","52159293930.102","58182159895.2894","56758647442.2695","48343776257.7687","63175418824.1926","76415490274.7134",
"Monaco","MCO","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","777435000","1037900000","1293060000","1464030000","1276190000","826360000","1008410000","1066450000","1246050000","1714160000","2082350000","2672840000","3128670000","4358900000","5670320000","3976460000","4468330000","5921970000","5904560000","6294540000","6165140000","4846600000","4783900000","5697610000","6851810000","7015880000","6384438905.54723","8557550000","10887600000",
"Madagascar","MDG","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","370870831.883591","502164872.528355","413936691.695001","455920587.421977","584875141.341854","958580299.036494","1121409512.55817","827184862.336613","752392169.274683","671507862.910642","666469738.930347","636169624.682525","696666625.516228","725673704.031623","761335316.915089","757011108.945625","984588750.769671","844520965.914045","883679965.664623","970303574.204488","1031973729.64541","1160808149.16431","1149611101.01114","1046947461.50105","1074001505.12782","1081512307.49032","1218839063.32944","1308416893.37123","1778734768.71004","1460004314.2","1655036797.3","2294820673.42226","2510854658.89487","3539042393.78545","4916677131.27461","4090326394.3286","3654022519.67817","4124161122.1614","4348701944.69179","4614698261.84292","4396925157.07623","3966854229.78282","4067079519.86397","4943717590.92012","5334227038.08979","5237660970.79651","4147235205.44304","5111262963.49324","",
"Maldives","MDV","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","48300000","89800000","97100000","99400000","106600000","107800000","98500000","106136000","111795000","127449200","156492800","177720800","202570216","237300000","256976040","281896967.109504","336962302.65101","381296125.574837","436110097.069025","447127446.739238","502082942.324551","491987185.902595","501501385.424335","496918344.714034","579172984.24757","767164942.716246","910370155.166381","1102828593.67565","1942990829.04254","2380766319.61873","1758234843.16053","2008492594.33067","2596073898.73699","2422758747.54904","2767478244.44491","3114865486.52015","3111617987.87736","3564144750.50071","3891253806.29403","4613508941.19123","4671589694.21984","2769478536.16653","4031830304.26324","5642644798.19481",
"Middle East & North Africa","MEA","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","185753526531.663","207287260024.491","238837299756.777","290967416996.292","341398267637.058","325889473791.823","325147951543.954","305646090691.301","261519726684.051","224912065775.922","235704154682.072","240850802470.386","262913660139.236","306150288007.527","365437482100.681","370892231999.107","349058438347.185","322971912425.865","352303955461.939","379391176876.121","387649298297.951","373269201045.792","381741242185.014","428557395004.211","406300614587.263","410796127637.411","455148982026.538","556425900622.306","665233119464.492","771665978336.566","958591062714.364","1192867095783.11","1049881357983.06","1147335611368.74","1279693696337.93","1419518193465.28","1497724916579.03","1564435750125.38","1395019244838.01","1284267394621.28","1359342054155.03","1480697312521.07","1517999635048.23","1261896461223.51","1482864580812.95","1768294791232.88",
"Mexico","MEX","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","21687000000","33496000000","45065000000","34859000000","24212000000","29876000000","31206000000","26937000000","27598000000","36646000000","44579000000","53183000000","60931000000","72150000000","74694000000","87527880000","72391910000","86442093000","101662614000","156114032000","172883322112","211598972810","203897027197","203426760738","205488716237","234036029173","268335137638","308724329378","340846134581","368125801477","285877087126","356528906382","418371363087","446882446257","473331649529","488481016645","477772353312","469357519270","510736371978","563430009809","559011970545","470959345599","602444221538","718576013632",
"Marshall Islands","MHL","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145362105.978068","143577776.374245","154401153.318078","152103180.292666","170251740.706038","179220101.864708","197450751.378478","246556840.198068","256732590.189302","210299803.177549","178226797.799959","190708401.05323","202149649.516968","200411421.5737","151933893.162656","154860547.456623","217689520.327327","",
"Middle income","MIC","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","466756788073.386","439605267476.067","446626648903.396","442116899480.98","419673817223.553","461617573444.327","524648372920.758","584630310560.406","658796969129.809","707887260880.02","791091568172.756","886551929714.709","986703982965.695","1178585532332.05","1292401213612.13","1314982845576.74","1278852896437.55","1274366845813.52","1494615391757.12","1488020756606.26","1538251489894.7","1942947363892.02","2443610225117.88","2974238462967.36","3525566429355.1","4307514899890.25","5322658370673.34","4393338634074.31","5691319160533.32","7001361485562.49","7353342864800.69","7771739857503.29","7792619021544.96","6863143410361.93","6636291841098.04","7555028282522.19","8470728336234.31","8380812154144.31","7416629469402.04","9626738013995.26","10521143005910.4",
"North Macedonia","MKD","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1589350000","1561070000","1660722133.03838","1640297686.43789","1889667396.18496","1642340300.54742","1909133125.42286","2274217548.40605","2977543725.51168","3392855988.19646","3932456829.13954","5798627429.95066","7206301920.42752","5378427915.79416","5788875376.574","7346883122.43508","6922305203.90944","7148832626.44174","7802578261.83179","7021046392.3193","7658287614.24903","8443546238.38028","9936065689.4826","10359349109.232","9404961032.13767","12138601671.5666","13752619264.3357",
"Mali","MLI","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","260343637.322652","206569984.930994","226351640.126057","363385200.433011","445887865.942825","537038892.372148","470508390.911557","419503562.352244","435305287.413307","449930199.932873","610867181.980834","670505462.415434","690456008.160723","736851812.879538","671518579.121241","888877338.190861","900296986.955816","1011440472.43184","896410819.707142","815879266.772106","1040251702.81247","1004407309.19074","966428986.543545","991657327.294351","1079065406.70634","1047224227.34369","1345457541.80833","1382277234.12884","1655527265.11753","1846813505.50023","2108985041.81513","2478438917.04163","2989321363.64032","4188273153.51606","3364346430.27406","4239661128.19389","4376880668.57129","4494553484.43514","5795737234.36646","5949809860.52778","5580554734.04562","6124140250.7029","6237654970.11927","6767469867.10467","7396063979.88286","7232296611.41081","8587395998.81597","",
"Malta","MLT","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","193806291.882321","211228849.277722","277930929.268877","401834934.826563","426993547.261213","478435324.737628","591272982.687501","679064137.038614","919742240.409915","1185200914.38183","1072663840.66752","983883004.018957","889584326.997009","868916079.578383","913344204.265593","1110962677.87594","1409295930.91971","1688042153.19826","1834185814.61581","2362280122.09321","2535935095.16849","2828350596.27706","2707470258.12909","3058141106.61992","3714346703.79861","3619468902.96888","3411199707.40603","3795272767.32908","4642889031.89196","5002136895.26281","4134509263.69948","4312068719.99504","5060772163.9012","7838474483.12826","10140650676.5761","14356637078.7148","21678559471.8294","28418723816.9926","24099842331.1523","22805930406.1442","29403484499.7666","28162957188.7693","29270565201.8151","29665257032.3213","27290658497.9613","27598257846.0424","29195461467.6242","30494618032.6449","32194796599.1477","32866487244.5756","36142766261.7558","36148907609.919",
"Myanmar","MMR","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","255831060.215606","360242460.566442","552649516.333734","836766504.64551","931317522.021031","1033310080.43018","1094384285.38437","883849265.626279","723373853.623116","665776022.864766","788598455.812278","582069005.029072","483729308.451601","405710612.499449","788693250.089894","628080084.789255","829995200.592122","1454096218.96526","1669758319.83886","2124231455.93675","2224077741.46056","2570209660.1513","2827280652.20663","2501844220.03157","2626757548.95628","2891478534.52934","2525539064.40207","2751612396.06354","2982514068.13505","3428501024.45532","3959358029.82269","4735132009.0997","5499900985.05498","5794490494.08056","6515984487.06693","10613707579.3366","11554568413.0546","13925383420.1547","17650959266.5065","19343652705.8088","18002469285.0247","21651434975.059","21780724676.192","21251966532.0288","","","",
"Middle East & North Africa (excluding high income)","MNA","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","227451748642.931","248368798693.891","299171196336.011","392751851324.732","361798957040.493","394686559384.525","415067149138.186","473544730335.458","501138103379.249","515572501765.045","430422407311.306","399521624018.141","427272409858.419","467524021781.14","488119018117.04","384293258932.241","451353523811.506","",
"Montenegro","MNE","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3272193452.32987","4429268827.08263","2935470121.59943","2808754461.56862","3136803512.30323","2901434439.27357","2937504763.59816","2992835579.06965","2645571280.8992","3011352378.81251","3355085793.61174","3959987845.91485","3880935637.23625","3163404257.04299","3933241707.41828","4888613900.94622",
"Mongolia","MNG","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","1283000000","1412700000","1436100000","1388500000","1450500000","1885600000","1896600000","1956600000","2034020000","1124440000","509050000","474240000","425050000","447160000","549500000","599200000","611220000","681600000","658864233.29","790516032.629179","845643596.714458","965357981.318681","1109322460.64329","1433296350.26229","1628895006.87219","1886353198.95441","2618456682.03446","3955922354.02594","2850221855.42705","4495682123.16105","9380684304.55826","10134985961.1513","9410997918.91452","8218995099.60871","6316601540.36495","6584902720.83436","8212041517.11917","10125149961.6027","11212446420.008","8934986390.73214","11779460062.3501","14071206446.2354",
"Northern Mariana Islands","MNP","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3349656543.93826","4192760447.7537","4452838108.15059","5407098332.92428","4898387407.06331","5220211849.92229","8001310842.40294","12609374537.8449","12576702106.0951","11938663538.6293","10998186842.2697","8187253783.4324","8598977107.5305","11165913617.6273","10051207285.9736","9163722254.96957","10950835092.8257","17031649956.0181",
"Mauritania","MRT","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","312730183.225848","415838835.25181","410401338.099079","372575142.160845","411940948.956801","492877094.727523","585019411.612459","648223685.269545","626819107.865602","527464604.779224","631770123.892629","730931092.438613","665445439.574075","655573394.749372","600992161.442969","569973576.151546","584910764.224336","670219214.207126","682922320.252197","580999393.081125","559042396.064783","623290782.553774","556701641.935202","505237187.791539","","","","","","","","","","","","","","4448328479.13362","4359996697.16619","3822186966.256","2846184391.41601","2681282988.94175","3001375737.83556","3402561268.82861","3865623281.99924","3864881801.58813","4518608167.98187","",
"Mauritius","MUS","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","382846730.407032","496268652.085446","575667968.827558","677857730.832333","718088307.950929","678450370.014027","587350713.516585","556371837.17385","589550977.050902","643031291.390341","846405517.948123","1227809751.09131","1555620464.02944","1628877381.73043","1994487602.71269","1963799801.62671","2096739907.42055","2164208176.26902","2376677536.27895","2524859108.55183","2884321802.53397","2757054079.92731","2725751428.04151","2895598943.45261","2771756878.27206","2716979918.90535","2871981366.56652","3184441507.87603","3661595569.29687","4284283294.27001","5049501565.81684","5818298368.99167","6947626519.2729","5513762008.44588","11377585548.9771","8663563778.36003","9017179890.15214","12926107841.8459","14728888815.7596","13165925805.1808","14185846641.5576","17604551927.5319","14416154279.2503","15751736090.2742","11898001767.8122","13869155583.8401","12913909177.4322",
"Malawi","MWI","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","432713633.115745","577932137.649616","637855885.580626","522506957.988628","429934718.288723","445621671.663074","419986132.681935","438835124.755161","399500646.633955","413900669.724968","559208032.637062","535237204.240223","637660482.407628","865226406.260451","837182743.802195","671167107.739167","678061056.006447","708170632.300445","818121126.870967","958789054.482818","710261490.103699","810259812.493041","679624671.044359","686203193.569161","839654007.154895","1003138018.12146","1158346268.88119","1389954218.6087","1400191902.44982","1618699365.18331","2156749536.25355","2360032078.43581","2834786018.93548","3261588292.22045","2599288466.31277","3226154422.20909","3316953349.51756","2735865095.28574","2504513983.54095","3064098980.34686","3331645765.6089","3555850047.01602","3513218096.83963","3867216110.33473","",
